"iata","name","city","subd","country","lat","lon","iso"
"ASL","Harrison County Airport","Marshall","Texas","United States of America","32.5205","-94.30778","US"
"ASN","Talladega Municipal Airport","Talladega","Alabama","United States of America","33.5695","-86.0512","US"
"AST","Astoria Regional Airport","Astoria","Oregon","United States of America","46.2","-123.9","US"
"ASX","John F Kennedy Memorial Airport","Ashland","Wisconsin","United States of America","46.54853","-90.91897","US"
"ASY","Ashley Municipal Airport","Ashley","North Dakota","United States of America","46.0","-99.4","US"
"ATL","Hartsfield - Jackson Atlanta International Airport","Atlanta","Georgia","United States of America","33.6367","-84.42786","US"
"ATS","Artesia Municipal Airport","Artesia","New Mexico","United States of America","32.85194","-104.46758","US"
"ATW","Appleton International Airport","Appleton","Wisconsin","United States of America","44.25809","-88.51907","US"
"ATY","Watertown Regional Airport","Watertown","South Dakota","United States of America","44.91397","-97.15472","US"
"AUG","Augusta State Airport","Augusta","Maine","United States of America","44.32065","-69.79732","US"
"AUM","Austin Municipal Airport","Austin","Minnesota","United States of America","43.66264","-92.93292","US"
"AUN","Auburn Municipal Airport","Auburn","California","United States of America","38.95483","-121.08172","US"
"AUO","Auburn University Regional Airport","Auburn","Alabama","United States of America","32.61511","-85.434","US"
"AUS","Austin-Bergstrom International Airport","Austin","Texas","United States of America","30.19453","-97.66988","US"
"AUW","Wausau Downtown Airport","Wausau","Wisconsin","United States of America","44.92628","-89.627","US"
"AVL","Asheville Regional Airport","Asheville","North Carolina","United States of America","35.43611","-82.54205","US"
"AVO","Avon Park Executive Airport","Avon Park","Florida","United States of America","27.6","-81.5","US"
"AVP","Wilkes-Barre/Scranton International Airport","Wilkes-Barre/Scranton","Pennsylvania","United States of America","41.33847","-75.72339","US"
"AVW","Marana Regional Airport","Marana","Arizona","United States of America","32.40956","-111.21839","US"
"AVX","Catalina Airport","Avalon","California","United States of America","33.405","-118.41577","US"
"AWM","West Memphis Municipal Airport","West Memphis","Arkansas","United States of America","35.13506","-90.23444","US"
"AXG","Algona Municipal Airport","Algona","Iowa","United States of America","43.07792","-94.27194","US"
"AXN","Chandler Field","Alexandria","Minnesota","United States of America","45.86631","-95.39467","US"
"AXS","Altus/Quartz Mountain Regional Airport","Altus","Oklahoma","United States of America","34.69881","-99.33847","US"
"AXV","Neil Armstrong Airport","Wapakoneta","Ohio","United States of America","40.5","-84.3","US"
"AXX","Angel Fire Airport","Angel Fire","New Mexico","United States of America","36.422","-105.28991","US"
"AYS","Waycross-Ware County Airport","Waycross","Georgia","United States of America","31.24839","-82.39539","US"
"AZO","Kalamazoo/Battle Creek International Airport","Kalamazoo","Michigan","United States of America","42.23439","-85.55156","US"
"BAB","Beale Afb Airport","Marysville","California","United States of America","39.1","-121.4","US"
"BAD","Barksdale Afb Airport","Bossier City","Louisiana","United States of America","32.50193","-93.66263","US"
"BAF","Westfield-Barnes Regional Airport","Westfield/Springfield","Massachusetts","United States of America","42.15794","-72.71586","US"
"CLU","Columbus Municipal Airport","Columbus","Indiana","United States of America","39.26192","-85.89634","US"
"BAM","Battle Mountain Airport","Battle Mountain","Nevada","United States of America","40.59906","-116.87433","US"
"BBB","Benson Municipal Airport","Benson","Minnesota","United States of America","45.33192","-95.65058","US"
"BBD","Curtis Field","Brady","Texas","United States of America","31.17928","-99.32392","US"
"BKG","Branson Airport","Branson","Missouri","United States of America","36.53208","-93.20054","US"
"BTN","Marlboro County Jetport - H E Avent Field","Bennettsville","South Carolina","United States of America","34.62171","-79.73436","US"
"BBW","Broken Bow Municipal/Keith Glaze Field","Broken Bow","Nebraska","United States of America","41.43644","-99.64217","US"
"BCB","Virginia Tech/Montgomery Executive Airport","Blacksburg","Virginia","United States of America","37.2","-80.4","US"
"BCE","Bryce Canyon Airport","Bryce Canyon","Utah","United States of America","37.7","-112.1","US"
"BCT","Boca Raton Airport","Boca Raton","Florida","United States of America","26.37849","-80.1077","US"
"BDE","Baudette International Airport","Baudette","Minnesota","United States of America","48.73025","-94.61106","US"
"BDG","Blanding Municipal Airport","Blanding","Utah","United States of America","37.58333","-109.48328","US"
"ILL","Willmar Municipal/John L Rice Field","Willmar","Minnesota","United States of America","45.11703","-95.12933","US"
"BDL","Bradley International Airport","Windsor Locks","Connecticut","United States of America","41.93903","-72.68432","US"
"BDR","Bridgeport/Sikorsky Airport","Bridgeport","Connecticut","United States of America","41.16348","-73.12618","US"
"WBU","Boulder Municipal Airport","Boulder","Colorado","United States of America","40.03937","-105.22609","US"
"BEC","Beech Factory Airport","Wichita","Kansas","United States of America","37.69392","-97.21492","US"
"BED","Laurence G Hanscom Field","Bedford","Massachusetts","United States of America","42.46994","-71.289","US"
"BEH","Southwest Michigan Regional Airport","Benton Harbor","Michigan","United States of America","42.12838","-86.42488","US"
"BFD","Bradford Regional Airport","Bradford","Pennsylvania","United States of America","41.80295","-78.63997","US"
"BFF","Western Nebraska Regional/William B Heilig Field","Scottsbluff","Nebraska","United States of America","41.87403","-103.59564","US"
"BFI","Boeing Field/King County International Airport","Seattle","Washington","United States of America","47.52997","-122.30194","US"
"BFL","Meadows Field","Bakersfield","California","United States of America","35.43386","-119.05767","US"
"BFM","Mobile International Airport","Mobile","Alabama","United States of America","30.62678","-88.06809","US"
"BFR","Virgil I Grissom Municipal Airport","Bedford","Indiana","United States of America","38.84003","-86.44536","US"
"BGD","Hutchinson County Airport","Borger","Texas","United States of America","35.70089","-101.39367","US"
"BGE","Decatur County Industrial Air Park","Bainbridge","Georgia","United States of America","30.9716","-84.63693","US"
"BGM","Greater Binghamton/Edwin A Link Field","Binghamton","New York","United States of America","42.20844","-75.97961","US"
"BGR","Bangor International Airport","Bangor","Maine","United States of America","44.80744","-68.82814","US"
"BHB","Hancock County/Bar Harbor Airport","Bar Harbor","Maine","United States of America","44.44971","-68.36149","US"
"BHM","Birmingham-Shuttlesworth International Airport","Birmingham","Alabama","United States of America","33.56389","-86.75231","US"
"BID","Block Island State Airport","Block Island","Rhode Island","United States of America","41.16811","-71.57783","US"
"BIE","Beatrice Municipal Airport","Beatrice","Nebraska","United States of America","40.30128","-96.75411","US"
"BIF","Biggs Army Air Field (Fort Bliss) Airport","Fort Bliss/El Paso/","Texas","United States of America","31.84953","-106.38005","US"
"BIH","Bishop Airport","Bishop","California","United States of America","37.37311","-118.36361","US"
"BIL","Billings Logan International Airport","Billings","Montana","United States of America","45.80785","-108.54354","US"
"BIS","Bismarck Municipal Airport","Bismarck","North Dakota","United States of America","46.77273","-100.74574","US"
"BIX","Keesler Afb Airport","Biloxi","Mississippi","United States of America","30.41043","-88.92444","US"
"BJC","Rocky Mountain Metro Airport","Denver","Colorado","United States of America","39.90881","-105.11719","US"
"BJI","Bemidji Regional Airport","Bemidji","Minnesota","United States of America","47.51072","-94.93472","US"
"BJJ","Wayne County Airport","Wooster","Ohio","United States of America","40.87483","-81.88825","US"
"BKD","Stephens County Airport","Breckenridge","Texas","United States of America","32.71876","-98.8916","US"
"BKE","Baker City Municipal Airport","Baker City","Oregon","United States of America","44.83733","-117.80914","US"
"BFK","Buckley Space Force Base Airport","Aurora","Colorado","United States of America","39.70176","-104.75196","US"
"BKL","Burke Lakefront Airport","Cleveland","Ohio","United States of America","41.51786","-81.68264","US"
"BWL","Blackwell-Tonkawa Municipal Airport","Blackwell","Oklahoma","United States of America","36.74511","-97.34958","US"
"BKT","Allen C Perkinson Blackstone Army Air Field","Blackstone","Virginia","United States of America","37.07477","-77.9566","US"
"BKW","Raleigh County Memorial Airport","Beckley","West Virginia","United States of America","37.78733","-81.12417","US"
"BKX","Brookings Regional Airport","Brookings","South Dakota","United States of America","44.30453","-96.81892","US"
"BLF","Mercer County Airport","Bluefield","West Virginia","United States of America","37.29595","-81.20752","US"
"BLH","Blythe Airport","Blythe","California","United States of America","33.61917","-114.71689","US"
"BLI","Bellingham International Airport","Bellingham","Washington","United States of America","48.79269","-122.53753","US"
"BLM","Monmouth Executive Airport","Belmar/Farmingdale","New Jersey","United States of America","40.2","-74.1","US"
"BLU","Blue Canyon - Nyack Airport","Emigrant Gap","California","United States of America","39.27497","-120.70975","US"
"BLV","Scott Afb/Midamerica St Louis Airport","Belleville","Illinois","United States of America","38.54517","-89.83519","US"
"BMC","Brigham City Regional Airport","Brigham City","Utah","United States of America","41.55431","-112.06225","US"
"BMG","Monroe County Airport","Bloomington","Indiana","United States of America","39.14602","-86.61668","US"
"BMI","Central Il Regional/Bloomington-Normal Airport","Bloomington/Normal","Illinois","United States of America","40.47711","-88.91592","US"
"BML","Berlin Regional Airport","Berlin","New Hampshire","United States of America","44.57536","-71.17592","US"
"BMT","Beaumont Municipal Airport","Beaumont","Texas","United States of America","30.0702","-94.2151","US"
"BNA","Nashville International Airport","Nashville","Tennessee","United States of America","36.12447","-86.67818","US"
"BNG","Banning Municipal Airport","Banning","California","United States of America","33.92256","-116.85097","US"
"BNL","Barnwell Regional Airport","Barnwell","South Carolina","United States of America","33.25767","-81.38822","US"
"BNO","Burns Municipal Airport","Burns","Oregon","United States of America","43.6","-119.0","US"
"BNW","Boone Municipal Airport","Boone","Iowa","United States of America","42.04956","-93.84761","US"
"BOI","Boise Air Trml/Gowen Field","Boise","Idaho","United States of America","43.56436","-116.22286","US"
"BOK","Brookings Airport","Brookings","Oregon","United States of America","42.07394","-124.28978","US"
"BOS","General Edward Lawrence Logan International Airport","Boston","Massachusetts","United States of America","42.36294","-71.00639","US"
"BOW","Bartow Executive Airport","Bartow","Florida","United States of America","27.9","-81.8","US"
"HCA","Big Spring Mc Mahon-Wrinkle Airport","Big Spring","Texas","United States of America","32.21261","-101.52164","US"
"BPI","Miley Memorial Field","Big Piney","Wyoming","United States of America","42.58222","-110.10886","US"
"WMH","Baxter County Airport","Mountain Home","Arkansas","United States of America","36.36894","-92.47052","US"
"BPT","Jack Brooks Regional Airport","Beaumont/Port Arthur","Texas","United States of America","30.0","-94.0","US"
"BQK","Brunswick Golden Isles Airport","Brunswick","Georgia","United States of America","31.25903","-81.46632","US"
"BRD","Brainerd Lakes Regional Airport","Brainerd","Minnesota","United States of America","46.40422","-94.13381","US"
"BRL","Southeast Iowa Regional Airport","Burlington","Iowa","United States of America","40.78297","-91.12558","US"
"BRO","Brownsville/South Padre Island International Airport","Brownsville","Texas","United States of America","25.90614","-97.426","US"
"BRY","Samuels Field","Bardstown","Kentucky","United States of America","37.81433","-85.49964","US"
"BTF","Skypark Airport","Bountiful","Utah","United States of America","40.86815","-111.9275","US"
"BTL","Battle Creek Executive At Kellogg Field","Battle Creek","Michigan","United States of America","42.3","-85.3","US"
"BTM","Bert Mooney Airport","Butte","Montana","United States of America","45.95481","-112.49747","US"
"TTO","Britton Municipal Airport","Britton","South Dakota","United States of America","45.81503","-97.74281","US"
"BTP","Pittsburgh/Butler Regional Airport","Butler","Pennsylvania","United States of America","40.77658","-79.95108","US"
"BTR","Baton Rouge Metro, Ryan Field","Baton Rouge","Louisiana","United States of America","30.53292","-91.14989","US"
"BTV","Patrick Leahy Burlington International Airport","Burlington","Vermont","United States of America","44.5","-73.2","US"
"BTY","Beatty Airport","Beatty","Nevada","United States of America","36.86114","-116.78639","US"
"BUB","Cram Field","Burwell","Nebraska","United States of America","41.77758","-99.15021","US"
"BUF","Buffalo Niagara International Airport","Buffalo","New York","United States of America","42.94043","-78.73057","US"
"BUM","Butler Memorial Airport","Butler","Missouri","United States of America","38.28977","-94.34013","US"
"BUR","Bob Hope Airport","Burbank","California","United States of America","34.20069","-118.35867","US"
"BFP","Beaver County Airport","Beaver Falls","Pennsylvania","United States of America","40.77247","-80.39144","US"
"BVO","Bartlesville Municipal Airport","Bartlesville","Oklahoma","United States of America","36.76336","-96.01119","US"
"MVW","Skagit Regional Airport","Burlington/Mount Vernon","Washington","United States of America","48.47053","-122.42169","US"
"BLD","Boulder City Municipal Airport","Boulder City","Nevada","United States of America","35.94731","-114.86108","US"
"BVX","Batesville Regional Airport","Batesville","Arkansas","United States of America","35.72622","-91.64744","US"
"BVY","Beverly Regional Airport","Beverly","Massachusetts","United States of America","42.58414","-70.91614","US"
"BWC","Brawley Municipal Airport","Brawley","California","United States of America","32.99294","-115.51726","US"
"BWD","Brownwood Regional Airport","Brownwood","Texas","United States of America","31.79361","-98.9565","US"
"BWG","Bowling Green-Warren County Regional Airport","Bowling Green","Kentucky","United States of America","36.96453","-86.41967","US"
"BWI","Baltimore/Washington International Thurgood Marshall Airport","Baltimore","Maryland","United States of America","39.17573","-76.66899","US"
"WAH","Harry Stern Airport","Wahpeton","North Dakota","United States of America","46.24429","-96.60716","US"
"BXA","George R Carr Memorial Air Field","Bogalusa","Louisiana","United States of America","30.81369","-89.86496","US"
"BXK","Buckeye Municipal Airport","Buckeye","Arizona","United States of America","33.42253","-112.68623","US"
"NHZ","Brunswick Executive Airport","Brunswick","Maine","United States of America","43.9","-69.9","US"
"BYA","Boundary Airport","Boundary","Alaska","United States of America","64.0783","-141.11337","US"
"BYG","Johnson County Airport","Buffalo","Wyoming","United States of America","44.38108","-106.72181","US"
